rno	uno	mno	date	time	adult	Teenager	senior	seat	coupon	price
10647	73	33	2025-08-23	14:00:00	3	0	2	D01,D02,D03,D04,D05	0	74000
10648	64	33	2025-08-23	23:00:00	0	1	1	E03,E04	1	10000
10649	97	33	2025-08-23	20:00:00	0	2	2	J03,J04,J05,J06	1	34000
10650	36	33	2025-08-23	11:00:00	3	0	1	D03,D04,D05,D06	2	56800
10651	6	33	2025-08-23	23:00:00	3	0	1	J01,J02,J03,J04	2	56800
10652	55	33	2025-08-23	17:00:00	3	0	0	C01,C02,C03	1	36000
10653	72	33	2025-08-23	23:00:00	1	0	1	I01,I02	0	28000
10654	69	33	2025-08-23	8:00:00	2	2	1	C02,C03,C04,C05,C06	2	44600
10655	24	33	2025-08-23	14:00:00	1	2	2	I01,I02,I03,I04,I05	0	66000
10656	37	33	2025-08-23	17:00:00	2	2	1	C01,C02,C03,C04,C05	2	66800
10657	80	33	2025-08-23	11:00:00	1	2	0	H02,H03,H04	2	38800
10658	2	33	2025-08-23	23:00:00	0	0	1	A03	1	0
10659	46	33	2025-08-23	8:00:00	3	0	1	C05,C06,C07,C08	1	26800
10660	62	33	2025-08-23	11:00:00	2	1	2	B01,B02,B03,B04,B05	2	62800
10661	8	33	2025-08-23	11:00:00	1	1	1	B04,B05,B06	2	34800
10662	27	33	2025-08-23	23:00:00	2	1	2	D01,D02,D03,D04,D05	2	62800
10663	44	33	2025-08-23	17:00:00	1	2	0	D02,D03,D04	0	46000
10664	22	33	2025-08-23	17:00:00	3	1	1	J04,J05,J06,J07,J08	2	70800
10665	59	33	2025-08-23	23:00:00	1	2	0	E03,E04,E05	1	28000
10666	82	33	2025-08-23	11:00:00	0	2	0	B03,B04	0	28000
10667	45	33	2025-08-23	20:00:00	3	0	2	A05,A06,A07,A08,A09	2	66800
10668	66	33	2025-08-23	20:00:00	1	2	0	B02,B03,B04	1	28000
10669	30	33	2025-08-23	11:00:00	3	2	0	A04,A05,A06,A07,A08	0	82000
10670	19	33	2025-08-23	14:00:00	2	0	0	I05,I06	1	18000
10671	11	33	2025-08-23	17:00:00	1	2	0	C03,C04,C05	0	46000
10672	41	33	2025-08-23	11:00:00	0	1	1	G02,G03	1	10000
10673	13	33	2025-08-23	14:00:00	1	0	2	D03,D04,D05	0	38000
10674	100	33	2025-08-23	17:00:00	3	1	0	C01,C02,C03,C04	2	60800
10675	15	45	2025-08-23	14:00:00	0	1	2	D03,D04,D05	2	28400
10676	44	45	2025-08-23	11:00:00	3	0	0	A04,A05,A06	0	54000
10677	7	45	2025-08-23	8:00:00	3	1	1	D04,D05,D06,D07,D08	0	54600
10678	42	45	2025-08-23	11:00:00	0	1	0	D03	1	0
10679	40	45	2025-08-23	23:00:00	1	2	0	E03,E04,E05	0	46000
10680	38	45	2025-08-23	23:00:00	1	0	1	G04,G05	0	28000
10681	6	45	2025-08-23	17:00:00	2	0	0	B01,B02	1	18000
10682	38	45	2025-08-23	14:00:00	1	0	2	J05,J06,J07	1	20000
10683	6	45	2025-08-23	11:00:00	3	1	0	G05,G06,G07,G08	1	50000
10684	19	45	2025-08-23	11:00:00	1	0	0	I03	0	18000
10685	9	45	2025-08-23	11:00:00	3	1	0	G02,G03,G04,G05	1	50000
10686	17	45	2025-08-23	8:00:00	1	0	0	B01	1	0
10687	5	45	2025-08-23	11:00:00	1	2	0	B02,B03,B04	0	46000
10688	81	45	2025-08-23	23:00:00	1	0	0	H05	2	10800
10689	88	45	2025-08-23	14:00:00	1	0	0	A03	1	0
10690	60	45	2025-08-23	20:00:00	1	1	2	B01,B02,B03,B04	2	44800
10691	63	45	2025-08-23	8:00:00	3	2	0	C02,C03,C04,C05,C06	1	39400
10692	36	45	2025-08-23	8:00:00	2	2	1	F05,F06,F07,F08,F09	2	44600
10693	82	45	2025-08-23	11:00:00	3	2	0	B02,B03,B04,B05,B06	0	82000
10694	29	45	2025-08-23	23:00:00	2	1	2	E02,E03,E04,E05,E06	1	52000
10695	66	45	2025-08-23	23:00:00	1	2	0	A01,A02,A03	0	46000
10696	84	45	2025-08-23	20:00:00	0	0	2	E05,E06	0	20000
10697	76	45	2025-08-23	11:00:00	0	1	0	D05	0	14000
10698	5	45	2025-08-23	8:00:00	2	0	2	E01,E02,E03,E04	2	32000
10699	27	45	2025-08-23	20:00:00	2	1	0	J02,J03,J04	0	50000
10700	82	45	2025-08-23	8:00:00	0	2	0	H05,H06	2	14000
10701	56	45	2025-08-23	8:00:00	3	2	0	C05,C06,C07,C08,C09	2	50200
10702	47	45	2025-08-23	23:00:00	2	0	0	E01,E02	0	36000
10703	81	45	2025-08-23	17:00:00	1	2	1	G05,G06,G07,G08	1	38000
10704	32	45	2025-08-23	11:00:00	0	2	2	H05,H06,H07,H08	2	42400
10705	72	45	2025-08-23	11:00:00	1	0	2	B03,B04,B05	2	30800
10706	63	45	2025-08-23	8:00:00	2	0	0	C02,C03	2	18000
10707	16	45	2025-08-23	20:00:00	3	0	0	D03,D04,D05	0	54000
10708	74	45	2025-08-23	14:00:00	0	1	0	G05	1	0
10709	77	45	2025-08-23	14:00:00	2	0	2	J01,J02,J03,J04	2	48800
10710	100	45	2025-08-23	8:00:00	2	1	1	H02,H03,H04,H05	2	34800
10711	62	45	2025-08-23	17:00:00	2	1	1	B03,B04,B05,B06	0	60000
10712	55	45	2025-08-23	17:00:00	2	2	0	E03,E04,E05,E06	0	64000
10713	30	45	2025-08-23	20:00:00	1	2	1	B01,B02,B03,B04	0	56000
10714	100	26	2025-08-24	14:00:00	0	0	1	F04	1	0
10715	83	26	2025-08-24	14:00:00	0	1	2	J04,J05,J06	1	20000
10716	48	26	2025-08-24	20:00:00	2	1	2	F01,F02,F03,F04,F05	1	52000
10717	84	26	2025-08-24	8:00:00	3	0	2	I01,I02,I03,I04,I05	1	33800
10718	32	26	2025-08-24	8:00:00	3	1	1	F04,F05,F06,F07,F08	1	36600
10719	86	26	2025-08-24	11:00:00	3	0	1	D02,D03,D04,D05	0	64000
10720	93	26	2025-08-24	23:00:00	3	1	0	H04,H05,H06,H07	2	60800
10721	77	26	2025-08-24	8:00:00	0	1	1	B01,B02	2	11200
10722	51	26	2025-08-24	14:00:00	0	2	1	F01,F02,F03	0	38000
10723	27	26	2025-08-24	11:00:00	2	1	2	B01,B02,B03,B04,B05	2	62800
10724	81	26	2025-08-24	23:00:00	0	0	1	E01	0	10000
10725	53	26	2025-08-24	17:00:00	2	0	2	I04,I05,I06,I07	2	48800
10726	9	26	2025-08-24	17:00:00	1	0	1	C04,C05	2	20800
10727	77	26	2025-08-24	14:00:00	3	2	0	G05,G06,G07,G08,G09	2	74800
10728	44	26	2025-08-24	8:00:00	1	2	2	H01,H02,H03,H04,H05	2	39000
10729	72	26	2025-08-24	11:00:00	0	1	1	I05,I06	2	18400
10730	61	26	2025-08-24	17:00:00	3	1	0	F05,F06,F07,F08	2	60800
10731	19	26	2025-08-24	20:00:00	3	1	0	C04,C05,C06,C07	2	60800
10732	53	26	2025-08-24	11:00:00	1	1	2	J04,J05,J06,J07	2	44800
10733	58	26	2025-08-24	11:00:00	1	2	0	I05,I06,I07	0	46000
10734	49	26	2025-08-24	20:00:00	0	2	1	F04,F05,F06	0	38000
10735	82	26	2025-08-24	8:00:00	0	0	2	I02,I03	1	4000
10736	60	26	2025-08-24	11:00:00	2	2	1	A05,A06,A07,A08,A09	0	74000
10737	32	26	2025-08-24	20:00:00	1	2	2	G05,G06,G07,G08,G09	1	48000
10738	22	26	2025-08-24	14:00:00	2	1	0	G03,G04,G05	2	42800
10739	40	26	2025-08-24	8:00:00	2	1	0	I01,I02,I03	1	17000
10740	98	26	2025-08-24	8:00:00	1	0	1	I04,I05	0	19600
10741	75	26	2025-08-24	23:00:00	2	0	1	I04,I05,I06	0	46000
10742	43	26	2025-08-24	17:00:00	3	2	0	F02,F03,F04,F05,F06	0	82000
10743	80	26	2025-08-24	14:00:00	2	1	2	I02,I03,I04,I05,I06	0	70000
10744	44	26	2025-08-24	17:00:00	0	0	1	H02	2	6000
10745	79	26	2025-08-24	11:00:00	3	2	0	J03,J04,J05,J06,J07	2	74800
10746	2	26	2025-08-24	17:00:00	2	0	0	H05,H06	0	36000
10747	4	26	2025-08-24	8:00:00	1	1	0	I05,I06	0	22400
10748	17	26	2025-08-24	8:00:00	1	1	1	A01,A02,A03	2	22200
10749	89	26	2025-08-24	8:00:00	1	0	1	E03,E04	0	19600
10750	76	27	2025-08-24	11:00:00	0	1	1	F04,F05	1	10000
10751	15	27	2025-08-24	11:00:00	0	2	0	C02,C03	2	22400
10752	30	27	2025-08-24	20:00:00	1	0	1	F05,F06	1	10000
10753	92	27	2025-08-24	17:00:00	0	2	1	D04,D05,D06	2	32400
10754	38	27	2025-08-24	8:00:00	0	1	2	J05,J06,J07	1	9800
10755	38	27	2025-08-24	8:00:00	3	1	0	J02,J03,J04,J05	2	40400
10756	80	27	2025-08-24	8:00:00	2	1	1	J03,J04,J05,J06	0	42000
10757	38	27	2025-08-24	11:00:00	1	1	2	F01,F02,F03,F04	0	52000
10758	62	27	2025-08-24	11:00:00	0	2	2	E01,E02,E03,E04	2	42400
10759	26	27	2025-08-24	23:00:00	1	2	1	B03,B04,B05,B06	1	38000
10760	39	27	2025-08-24	20:00:00	3	2	0	A05,A06,A07,A08,A09	1	64000
10761	49	27	2025-08-24	8:00:00	0	2	0	I01,I02	1	5600
10762	90	27	2025-08-24	17:00:00	2	1	1	F05,F06,F07,F08	0	60000
10763	36	27	2025-08-24	8:00:00	1	1	2	C02,C03,C04,C05	2	29200
10764	36	27	2025-08-24	14:00:00	0	2	2	G03,G04,G05,G06	1	34000
10765	80	27	2025-08-24	11:00:00	1	2	0	H03,H04,H05	2	38800
10766	37	27	2025-08-24	17:00:00	1	1	2	F05,F06,F07,F08	2	44800
10767	48	27	2025-08-24	14:00:00	1	0	0	C05	1	0
10768	23	27	2025-08-24	20:00:00	0	1	1	F04,F05	0	24000
10769	12	27	2025-08-24	11:00:00	2	0	0	F05,F06	2	28800
10770	8	27	2025-08-24	11:00:00	2	0	0	C03,C04	0	36000
10771	65	27	2025-08-24	11:00:00	0	1	0	C02	2	8400
10772	21	27	2025-08-24	8:00:00	0	1	2	B05,B06,B07	2	18200
10773	26	27	2025-08-24	8:00:00	1	0	1	J01,J02	1	1600
10774	93	27	2025-08-24	20:00:00	3	0	0	B01,B02,B03	1	36000
10775	31	27	2025-08-24	20:00:00	1	0	1	C01,C02	2	20800
10776	37	27	2025-08-24	20:00:00	3	0	0	D05,D06,D07	2	46800
10777	68	27	2025-08-24	20:00:00	1	2	0	A02,A03,A04	2	38800
10778	49	27	2025-08-24	23:00:00	1	1	2	B01,B02,B03,B04	2	44800
10779	51	27	2025-08-24	14:00:00	0	2	0	H02,H03	1	14000
10780	46	28	2025-08-24	11:00:00	1	2	2	F05,F06,F07,F08,F09	2	58800
10781	45	28	2025-08-24	11:00:00	3	1	1	E05,E06,E07,E08,E09	2	70800
10782	17	28	2025-08-24	23:00:00	1	2	1	E02,E03,E04,E05	0	56000
10783	1	28	2025-08-24	14:00:00	2	2	1	A05,A06,A07,A08,A09	2	66800
10784	28	28	2025-08-24	23:00:00	1	2	0	D04,D05,D06	2	38800
10785	56	28	2025-08-24	23:00:00	2	1	2	F01,F02,F03,F04,F05	2	62800
10786	65	28	2025-08-24	14:00:00	1	0	1	D01,D02	0	28000
10787	77	28	2025-08-24	8:00:00	2	0	0	G01,G02	1	7200
10788	1	28	2025-08-24	23:00:00	0	1	1	A03,A04	2	18400
10789	6	28	2025-08-24	11:00:00	3	1	1	D03,D04,D05,D06,D07	2	70800
10790	37	28	2025-08-24	11:00:00	2	1	1	D05,D06,D07,D08	2	52800
10791	80	28	2025-08-24	11:00:00	1	2	2	C05,C06,C07,C08,C09	1	48000
10792	83	28	2025-08-24	17:00:00	2	2	1	A05,A06,A07,A08,A09	1	56000
10793	59	28	2025-08-24	20:00:00	1	0	1	A05,A06	2	20800
10794	32	28	2025-08-24	11:00:00	1	0	1	D03,D04	1	10000
10795	74	28	2025-08-24	11:00:00	3	0	1	E04,E05,E06,E07	2	56800
10796	56	28	2025-08-24	23:00:00	2	0	0	C01,C02	0	36000
10797	72	28	2025-08-24	17:00:00	2	0	0	D03,D04	2	28800
10798	61	28	2025-08-24	14:00:00	0	2	2	B05,B06,B07,B08	2	42400
10799	32	28	2025-08-24	8:00:00	2	1	1	F05,F06,F07,F08	0	42000
10800	41	28	2025-08-24	23:00:00	3	0	2	D01,D02,D03,D04,D05	2	66800
10801	55	31	2025-08-24	14:00:00	2	1	1	D01,D02,D03,D04	1	42000
10802	5	31	2025-08-24	17:00:00	3	1	0	F05,F06,F07,F08	2	60800
10803	80	31	2025-08-24	23:00:00	1	0	2	F01,F02,F03	2	30800
10804	59	31	2025-08-24	14:00:00	2	0	0	F04,F05	2	28800
10805	52	31	2025-08-24	8:00:00	1	1	1	C04,C05,C06	2	22200
10806	85	31	2025-08-24	14:00:00	2	1	1	C04,C05,C06,C07	2	52800
10807	43	31	2025-08-24	20:00:00	1	1	2	A04,A05,A06,A07	1	34000
10808	61	31	2025-08-24	11:00:00	0	2	1	E04,E05,E06	2	32400
10809	72	31	2025-08-24	14:00:00	3	0	2	C02,C03,C04,C05,C06	1	56000
10810	23	31	2025-08-24	8:00:00	3	0	0	F02,F03,F04	1	19800
10811	17	31	2025-08-24	11:00:00	3	1	0	E05,E06,E07,E08	1	50000
10812	85	31	2025-08-24	20:00:00	0	0	2	B03,B04	0	20000
10813	39	31	2025-08-24	23:00:00	1	0	2	B03,B04,B05	2	30800
10814	29	31	2025-08-24	20:00:00	3	0	2	F04,F05,F06,F07,F08	0	74000
10815	16	31	2025-08-24	20:00:00	2	1	0	C05,C06,C07	2	42800
10816	90	31	2025-08-24	20:00:00	3	1	1	F04,F05,F06,F07,F08	2	70800
10817	13	31	2025-08-24	8:00:00	1	0	2	C05,C06,C07	2	19400
10818	34	31	2025-08-24	20:00:00	0	1	0	E01	2	8400
10819	88	31	2025-08-24	20:00:00	2	0	1	E02,E03,E04	2	38800
10820	30	31	2025-08-24	17:00:00	2	0	0	E03,E04	2	28800
10821	93	31	2025-08-24	8:00:00	2	1	2	E05,E06,E07,E08,E09	1	31000
10822	11	31	2025-08-24	11:00:00	1	1	2	F03,F04,F05,F06	0	52000
10823	20	31	2025-08-24	20:00:00	1	2	1	C03,C04,C05,C06	2	48800
10824	42	31	2025-08-24	20:00:00	1	0	0	C04	0	18000
10825	54	31	2025-08-24	14:00:00	3	1	1	A04,A05,A06,A07,A08	2	70800
10826	97	31	2025-08-24	11:00:00	0	1	2	C03,C04,C05	1	20000
10827	12	31	2025-08-24	23:00:00	2	0	0	C05,C06	1	18000
10828	9	31	2025-08-24	23:00:00	2	1	2	C03,C04,C05,C06,C07	1	52000
10829	94	31	2025-08-24	23:00:00	3	1	1	D04,D05,D06,D07,D08	0	78000
10830	20	31	2025-08-24	14:00:00	2	2	1	A03,A04,A05,A06,A07	2	66800
10831	32	31	2025-08-24	8:00:00	3	0	2	B03,B04,B05,B06,B07	1	33800
10832	95	31	2025-08-24	11:00:00	1	1	2	A02,A03,A04,A05	0	52000
10833	27	33	2025-08-24	20:00:00	1	2	0	I01,I02,I03	2	38800
10834	88	33	2025-08-24	23:00:00	1	1	2	J03,J04,J05,J06	0	52000
10835	62	33	2025-08-24	8:00:00	0	2	2	H04,H05,H06,H07	0	33600
10836	79	33	2025-08-24	14:00:00	0	2	2	C01,C02,C03,C04	2	42400
10837	15	33	2025-08-24	23:00:00	3	0	1	A03,A04,A05,A06	1	46000
10838	73	33	2025-08-24	11:00:00	1	0	0	G02	2	10800
10839	27	33	2025-08-24	14:00:00	2	2	1	J01,J02,J03,J04,J05	0	74000
10840	79	33	2025-08-24	11:00:00	0	2	1	B01,B02,B03	0	38000
10841	43	33	2025-08-24	17:00:00	0	0	1	J05	0	10000
10842	16	33	2025-08-24	17:00:00	0	2	1	J03,J04,J05	1	24000
10843	62	33	2025-08-24	23:00:00	1	2	1	B01,B02,B03,B04	1	38000
10844	51	33	2025-08-24	20:00:00	3	0	1	G05,G06,G07,G08	1	46000
10845	93	33	2025-08-24	8:00:00	1	2	1	J01,J02,J03,J04	2	32000
10846	46	33	2025-08-24	17:00:00	3	1	0	H01,H02,H03,H04	0	68000
10847	100	33	2025-08-24	17:00:00	1	2	0	B02,B03,B04	2	38800
10848	56	33	2025-08-24	23:00:00	2	1	0	A02,A03,A04	0	50000
10849	95	33	2025-08-24	20:00:00	1	2	1	J03,J04,J05,J06	2	48800
10850	48	33	2025-08-24	23:00:00	1	2	1	H03,H04,H05,H06	0	56000
10851	5	33	2025-08-24	23:00:00	1	2	0	C02,C03,C04	2	38800
10852	18	33	2025-08-24	23:00:00	3	1	0	E02,E03,E04,E05	2	60800
10853	20	33	2025-08-24	8:00:00	0	1	1	C02,C03	0	16800
10854	92	33	2025-08-24	20:00:00	1	2	1	J04,J05,J06,J07	0	56000
10855	41	33	2025-08-24	14:00:00	1	2	0	F01,F02,F03	1	28000
10856	86	33	2025-08-24	17:00:00	1	0	0	J03	0	18000
10857	51	33	2025-08-24	17:00:00	1	2	0	C05,C06,C07	1	28000
10858	18	33	2025-08-24	11:00:00	0	2	1	E04,E05,E06	0	38000
10859	5	33	2025-08-24	14:00:00	1	1	1	A05,A06,A07	0	42000
10860	67	45	2025-08-24	14:00:00	2	2	1	H05,H06,H07,H08,H09	2	66800
10861	93	45	2025-08-24	20:00:00	1	2	1	J02,J03,J04,J05	2	48800
10862	8	45	2025-08-24	17:00:00	1	1	0	G05,G06	0	32000
10863	69	45	2025-08-24	8:00:00	2	0	2	H01,H02,H03,H04	2	32000
10864	100	45	2025-08-24	17:00:00	3	0	0	G01,G02,G03	0	54000
10865	81	45	2025-08-24	8:00:00	3	1	1	E01,E02,E03,E04,E05	1	36600
10866	23	45	2025-08-24	20:00:00	3	1	0	C02,C03,C04,C05	2	60800
10867	50	45	2025-08-24	20:00:00	1	0	0	F04	1	0
10868	57	45	2025-08-24	17:00:00	3	2	0	G04,G05,G06,G07,G08	1	64000
10869	93	45	2025-08-24	20:00:00	2	1	2	F01,F02,F03,F04,F05	1	52000
10870	39	45	2025-08-24	20:00:00	0	2	0	A02,A03	1	14000
10871	51	45	2025-08-24	23:00:00	3	0	0	H05,H06,H07	1	36000
10872	100	45	2025-08-24	8:00:00	1	2	2	G01,G02,G03,G04,G05	2	39000
10873	7	45	2025-08-24	8:00:00	0	1	0	E05	1	0
10874	95	45	2025-08-24	8:00:00	2	2	1	C03,C04,C05,C06,C07	1	33800
10875	18	45	2025-08-24	20:00:00	2	0	0	G01,G02	2	28800
10876	9	45	2025-08-24	8:00:00	0	2	2	H02,H03,H04,H05	1	19600
10877	26	45	2025-08-24	17:00:00	3	0	0	B03,B04,B05	1	36000
10878	61	45	2025-08-24	8:00:00	3	2	0	C03,C04,C05,C06,C07	1	39400
10879	43	45	2025-08-24	14:00:00	1	2	0	G05,G06,G07	2	38800
10880	66	45	2025-08-24	8:00:00	1	2	0	F03,F04,F05	1	14200
10881	13	45	2025-08-24	17:00:00	3	2	0	I03,I04,I05,I06,I07	1	64000
10882	32	45	2025-08-24	23:00:00	2	2	1	I03,I04,I05,I06,I07	0	74000
10883	45	45	2025-08-24	11:00:00	2	1	1	B03,B04,B05,B06	0	60000
10884	42	45	2025-08-24	14:00:00	1	2	0	C01,C02,C03	0	46000
10885	86	45	2025-08-24	20:00:00	2	0	2	J04,J05,J06,J07	1	38000
10886	12	45	2025-08-24	17:00:00	2	1	2	I03,I04,I05,I06,I07	2	62800
10887	63	45	2025-08-24	8:00:00	3	2	0	G01,G02,G03,G04,G05	2	50200
10888	56	45	2025-08-24	11:00:00	0	2	0	I01,I02	0	28000
10889	82	45	2025-08-24	11:00:00	2	0	1	G04,G05,G06	2	38800
10890	37	45	2025-08-24	20:00:00	0	0	2	I01,I02	1	10000
10891	14	45	2025-08-24	14:00:00	1	1	0	H01,H02	0	32000
10892	67	45	2025-08-24	8:00:00	0	2	0	F01,F02	0	19600
10893	55	45	2025-08-24	8:00:00	2	1	0	H04,H05,H06	1	17000
10894	51	45	2025-08-24	17:00:00	1	1	0	A03,A04	0	32000
10895	60	45	2025-08-24	11:00:00	3	0	0	J02,J03,J04	1	36000
10896	66	45	2025-08-24	11:00:00	2	0	1	H02,H03,H04	0	46000
10897	71	45	2025-08-24	20:00:00	3	1	0	C04,C05,C06,C07	0	68000
10898	99	45	2025-08-24	8:00:00	1	2	2	D05,D06,D07,D08,D09	2	39000
10899	74	45	2025-08-24	20:00:00	2	0	2	A05,A06,A07,A08	0	56000
10900	45	45	2025-08-24	17:00:00	1	2	2	H02,H03,H04,H05,H06	0	66000
10901	60	45	2025-08-24	20:00:00	3	1	1	I05,I06,I07,I08,I09	2	70800
10902	25	45	2025-08-24	14:00:00	1	0	1	E04,E05	2	20800
10903	53	45	2025-08-24	11:00:00	3	0	0	D04,D05,D06	0	54000
10904	32	45	2025-08-24	20:00:00	1	0	2	G03,G04,G05	2	30800
10905	7	45	2025-08-24	17:00:00	1	1	0	H04,H05	1	14000
10906	66	45	2025-08-24	23:00:00	1	2	0	B03,B04,B05	0	46000
10907	81	26	2025-08-25	14:00:00	1	1	0	B01,B02	1	14000
10908	10	26	2025-08-25	8:00:00	1	2	2	J03,J04,J05,J06,J07	0	46200
10909	91	26	2025-08-25	8:00:00	0	0	2	D04,D05	0	14000
10910	81	26	2025-08-25	17:00:00	0	2	0	I03,I04	0	28000
10911	74	26	2025-08-25	11:00:00	1	1	0	F03,F04	2	24800
10912	77	26	2025-08-25	8:00:00	3	0	0	A01,A02,A03	2	30600
10913	34	26	2025-08-25	20:00:00	1	0	2	G03,G04,G05	1	20000
10914	58	26	2025-08-25	20:00:00	2	0	2	C03,C04,C05,C06	1	38000
10915	49	26	2025-08-25	11:00:00	1	2	0	F03,F04,F05	0	46000
10916	44	26	2025-08-25	14:00:00	0	1	1	A05,A06	2	18400
10917	79	26	2025-08-25	17:00:00	1	0	2	G03,G04,G05	0	38000
10918	70	26	2025-08-25	8:00:00	3	1	0	H04,H05,H06,H07	0	47600
10919	72	26	2025-08-25	14:00:00	1	2	1	G05,G06,G07,G08	0	56000
10920	61	26	2025-08-25	20:00:00	1	1	2	E01,E02,E03,E04	0	52000
10921	7	26	2025-08-25	8:00:00	2	0	1	J01,J02,J03	1	14200
10922	73	26	2025-08-25	14:00:00	2	0	1	J03,J04,J05	0	46000
10923	70	26	2025-08-25	17:00:00	2	0	1	H02,H03,H04	2	38800
10924	34	26	2025-08-25	23:00:00	1	1	1	D02,D03,D04	0	42000
10925	3	26	2025-08-25	11:00:00	0	1	2	J01,J02,J03	1	20000
10926	82	26	2025-08-25	11:00:00	0	0	2	B01,B02	1	10000
10927	32	26	2025-08-25	8:00:00	3	1	0	G02,G03,G04,G05	2	40400
10928	3	26	2025-08-25	11:00:00	2	1	0	F05,F06,F07	2	42800
10929	15	26	2025-08-25	23:00:00	1	0	0	A04	0	18000
10930	89	26	2025-08-25	20:00:00	0	1	2	B02,B03,B04	2	28400
10931	26	26	2025-08-25	8:00:00	2	0	0	F02,F03	0	25200
10932	72	26	2025-08-25	11:00:00	0	1	2	E04,E05,E06	2	28400
10933	44	26	2025-08-25	17:00:00	2	2	0	B04,B05,B06,B07	1	46000
10934	84	26	2025-08-25	8:00:00	3	1	0	C03,C04,C05,C06	1	29600
10935	17	26	2025-08-25	8:00:00	2	2	1	D04,D05,D06,D07,D08	2	44600
10936	98	26	2025-08-25	11:00:00	2	2	0	A01,A02,A03,A04	0	64000
10937	84	26	2025-08-25	11:00:00	0	0	1	D03	2	6000
10938	65	26	2025-08-25	23:00:00	2	0	0	J01,J02	1	18000
10939	87	26	2025-08-25	8:00:00	3	0	0	J04,J05,J06	2	30600
10940	40	26	2025-08-25	14:00:00	1	0	1	E01,E02	0	28000
10941	41	26	2025-08-25	23:00:00	2	1	1	A04,A05,A06,A07	0	60000
10942	63	26	2025-08-25	11:00:00	1	1	0	A03,A04	0	32000
10943	9	26	2025-08-25	20:00:00	0	1	1	H01,H02	0	24000
10944	69	26	2025-08-25	17:00:00	3	0	0	D02,D03,D04	2	46800
10945	97	26	2025-08-25	23:00:00	2	2	0	D01,D02,D03,D04	1	46000
10946	6	27	2025-08-25	14:00:00	2	0	2	C02,C03,C04,C05	1	38000
10947	81	27	2025-08-25	14:00:00	3	2	0	I02,I03,I04,I05,I06	0	82000
10948	68	27	2025-08-25	8:00:00	1	0	2	B01,B02,B03	0	26600
10949	54	27	2025-08-25	23:00:00	2	2	0	D04,D05,D06,D07	2	56800
10950	50	27	2025-08-25	20:00:00	0	2	0	C01,C02	2	22400
10951	74	27	2025-08-25	17:00:00	1	1	2	F05,F06,F07,F08	0	52000
10952	84	27	2025-08-25	17:00:00	1	1	1	A05,A06,A07	1	24000
10953	91	27	2025-08-25	17:00:00	0	1	2	H04,H05,H06	0	34000
10954	12	27	2025-08-25	8:00:00	2	0	2	J04,J05,J06,J07	1	21200
10955	85	27	2025-08-25	11:00:00	3	2	0	I02,I03,I04,I05,I06	2	74800
10956	7	27	2025-08-25	20:00:00	3	1	0	F04,F05,F06,F07	2	60800
10957	51	27	2025-08-25	11:00:00	2	2	1	F03,F04,F05,F06,F07	0	74000
10958	85	27	2025-08-25	23:00:00	3	1	0	E02,E03,E04,E05	1	50000
10959	97	27	2025-08-25	23:00:00	1	0	1	E02,E03	1	10000
10960	69	27	2025-08-25	11:00:00	0	2	1	A05,A06,A07	1	24000
10961	15	27	2025-08-25	11:00:00	1	1	2	I01,I02,I03,I04	1	34000
10962	21	27	2025-08-25	20:00:00	2	1	0	E03,E04,E05	1	32000
10963	86	27	2025-08-25	23:00:00	2	0	2	F02,F03,F04,F05	2	48800
10964	76	27	2025-08-25	23:00:00	1	2	1	G04,G05,G06,G07	1	38000
10965	12	27	2025-08-25	8:00:00	2	2	0	F04,F05,F06,F07	2	37600
10966	28	27	2025-08-25	8:00:00	0	1	1	C01,C02	1	2800
10967	89	27	2025-08-25	8:00:00	2	1	0	I02,I03,I04	1	17000
10968	71	27	2025-08-25	17:00:00	2	1	1	I03,I04,I05,I06	2	52800
10969	63	27	2025-08-25	11:00:00	3	2	0	I02,I03,I04,I05,I06	2	74800
10970	80	28	2025-08-25	14:00:00	1	0	0	B01	0	18000
10971	39	28	2025-08-25	23:00:00	1	1	2	E04,E05,E06,E07	2	44800
10972	68	28	2025-08-25	17:00:00	1	0	0	C05	1	0
10973	18	28	2025-08-25	20:00:00	0	1	0	G04	2	8400
10974	100	28	2025-08-25	11:00:00	1	1	1	F03,F04,F05	2	34800
10975	90	28	2025-08-25	20:00:00	0	1	2	A02,A03,A04	0	34000
10976	21	28	2025-08-25	8:00:00	1	0	1	B04,B05	2	12400
10977	46	28	2025-08-25	23:00:00	0	2	1	F03,F04,F05	0	38000
10978	62	28	2025-08-25	17:00:00	3	0	0	C03,C04,C05	1	36000
10979	90	28	2025-08-25	14:00:00	1	1	2	E03,E04,E05,E06	2	44800
10980	6	28	2025-08-25	20:00:00	1	2	1	G02,G03,G04,G05	1	38000
10981	85	28	2025-08-25	23:00:00	1	0	1	D02,D03	2	20800
10982	37	28	2025-08-25	8:00:00	2	0	1	F02,F03,F04	0	32200
10983	57	28	2025-08-25	20:00:00	3	0	1	G03,G04,G05,G06	2	56800
10984	61	28	2025-08-25	17:00:00	3	1	1	F01,F02,F03,F04,F05	1	60000
10985	47	28	2025-08-25	8:00:00	2	0	0	E02,E03	0	25200
10986	44	28	2025-08-25	8:00:00	3	0	2	F04,F05,F06,F07,F08	0	51800
10987	51	28	2025-08-25	17:00:00	0	1	1	F02,F03	0	24000
